@HD	VN:1.6
@SQ	SN:chr1	LN:248956422
@SQ	SN:chr2	LN:242193529
@SQ	SN:chr3	LN:198295559
@SQ	SN:chr4	LN:190214555
@SQ	SN:chr5	LN:181538259
@SQ	SN:chr6	LN:170805979
@SQ	SN:chr7	LN:159345973
@SQ	SN:chr8	LN:145138636
@SQ	SN:chr9	LN:138394717
@SQ	SN:chr10	LN:133797422
@SQ	SN:chr11	LN:135086622
@SQ	SN:chr12	LN:133275309
@SQ	SN:chr13	LN:114364328
@SQ	SN:chr14	LN:107043718
@SQ	SN:chr15	LN:101991189
@SQ	SN:chr16	LN:90338345
@SQ	SN:chr17	LN:83257441
@SQ	SN:chr18	LN:80373285
@SQ	SN:chr19	LN:58617616
@SQ	SN:chr20	LN:64444167
@SQ	SN:chr21	LN:46709983
@SQ	SN:chr22	LN:50818468
@SQ	SN:chrX	LN:156040895
@SQ	SN:chrY	LN:57227415
Target	gc_bias	mappability	reptiming	Gene	on_target
chr1:4071790-4239929	0.484953015344356	NA	NA	.	FALSE
chr1:4239930-4408070	0.472097822660743	NA	NA	.	FALSE
chr1:4408071-4576210	0.46822885690496	NA	NA	.	FALSE
chr1:4576211-4744351	0.515585133905472	NA	NA	.	FALSE
chr1:4744352-4912491	0.459961936481504	NA	NA	.	FALSE
chr1:4912492-5080632	0.435253745368471	NA	NA	.	FALSE
chr1:5081133-5081333	0.36318407960199	NA	NA	.	TRUE
chr1:5081834-5257823	0.432302971759759	NA	NA	.	FALSE
chr1:5257824-5433814	0.476166394872465	NA	NA	.	FALSE
chr1:5433815-5609805	0.466847736531982	NA	NA	.	FALSE
chr1:5610306-5610506	0.328358208955224	NA	NA	.	TRUE
chr1:5611007-5802721	0.496810369558981	NA	NA	.	FALSE
chr1:5802722-5994436	0.510299141955507	NA	NA	.	FALSE
chr1:5994437-6186151	0.5603578228099	NA	NA	.	FALSE
chr1:6186652-6186836	0.372972972972973	NA	NA	RPL22	TRUE
chr1:6192910-6193074	0.478787878787879	NA	NA	RPL22	TRUE
chr1:6197632-6197776	0.393103448275862	NA	NA	RPL22	TRUE
chr1:6199518-6199617	0.64	NA	NA	RPL22	TRUE
chr1:6200118-6243845	0.540340285400659	NA	NA	.	FALSE
chr1:6244346-6244466	0.578512396694215	NA	NA	HES3	TRUE
chr1:6244528-6244649	0.540983606557377	NA	NA	HES3	TRUE
chr1:6245090-6245308	0.748858447488584	NA	NA	HES3	TRUE
chr1:6245309-6245527	0.744292237442922	NA	NA	HES3	TRUE
chr1:6246028-6418352	0.541401421732192	NA	NA	.	FALSE
chr1:6418853-6419173	0.772585669781931	NA	NA	HES2	TRUE
chr1:6419221-6419360	0.657142857142857	NA	NA	HES2	TRUE
chr1:6419587-6419722	0.742647058823529	NA	NA	HES2	TRUE
chr1:6419748-6419847	0.78	NA	NA	HES2	TRUE
chr1:6420348-6553907	0.563065289008685	NA	NA	.	FALSE
chr1:6553908-6687468	0.513877554076415	NA	NA	.	FALSE
chr1:6687969-6688169	0.338308457711443	NA	NA	DNAJC11	TRUE
chr1:6688670-6859344	0.443620916947415	NA	NA	.	FALSE
chr1:6859345-7030019	0.471018016698403	NA	NA	.	FALSE
chr1:7030020-7200694	0.469383330892046	NA	NA	.	FALSE
chr1:7200695-7371369	0.453136077339974	NA	NA	.	FALSE
chr1:7371370-7542044	0.520685513402666	NA	NA	.	FALSE
chr1:7542045-7712719	0.533950490698696	NA	NA	.	FALSE
chr1:7713220-7713420	0.437810945273632	NA	NA	CAMTA1	TRUE
chr1:7713921-7863304	0.422401328120816	NA	NA	.	FALSE
chr1:7863305-8012689	0.453378853298524	NA	NA	.	FALSE
chr1:8013190-8013495	0.437908496732026	NA	NA	ERRFI1	TRUE
chr1:8013496-8013802	0.504885993485342	NA	NA	ERRFI1	TRUE
chr1:8013803-8014109	0.465798045602606	NA	NA	ERRFI1	TRUE
chr1:8014110-8014416	0.49185667752443	NA	NA	ERRFI1	TRUE
chr1:8015288-8015404	0.427350427350427	NA	NA	ERRFI1	TRUE
chr1:8015475-8015639	0.442424242424242	NA	NA	ERRFI1	TRUE
chr1:8016140-8187165	0.441903570217394	NA	NA	.	FALSE
chr1:8187166-8358191	0.489451896202917	NA	NA	.	FALSE
chr1:8358192-8529218	0.439831137773568	NA	NA	.	FALSE
chr1:8529219-8700244	0.398360483201385	NA	NA	.	FALSE
chr1:8700245-8871270	0.433507186041888	NA	NA	.	FALSE
chr1:8871271-9042297	0.488706461552854	NA	NA	.	FALSE
chr1:9042798-9042998	0.333333333333333	NA	NA	SLC2A5	TRUE
chr1:9043499-9212464	0.4911461477457	NA	NA	.	FALSE
chr1:9212465-9381430	0.526354414497591	NA	NA	.	FALSE
chr1:9381431-9550396	0.499863877939941	NA	NA	.	FALSE
chr1:9550397-9719363	0.507755952345724	NA	NA	.	FALSE
chr1:9719864-9719984	0.611570247933884	NA	NA	PIK3CD	TRUE
chr1:9723995-9724116	0.590163934426229	NA	NA	PIK3CD	TRUE
chr1:9726912-9727032	0.545454545454545	NA	NA	PIK3CD	TRUE
chr1:9727533-9895624	0.493914047069462	NA	NA	.	FALSE
chr1:9895625-10063716	0.467505889631868	NA	NA	.	FALSE
chr1:10063717-10231808	0.440455226899555	NA	NA	.	FALSE
chr1:10232309-10232454	0.465753424657534	NA	NA	KIF1B	TRUE
chr1:10232955-10255726	0.432373089759354	NA	NA	.	FALSE
chr1:10256227-10256343	0.41025641025641	NA	NA	KIF1B	TRUE
chr1:10258473-10258692	0.413636363636364	NA	NA	KIF1B	TRUE
chr1:10261885-10261990	0.377358490566038	NA	NA	KIF1B	TRUE
chr1:10267360-10267578	0.429223744292237	NA	NA	KIF1B	TRUE
chr1:10268132-10268283	0.421052631578947	NA	NA	KIF1B	TRUE
chr1:10271482-10271599	0.372881355932203	NA	NA	KIF1B	TRUE
chr1:10272221-10272326	0.330188679245283	NA	NA	KIF1B	TRUE
chr1:10275408-10275523	0.336206896551724	NA	NA	KIF1B	TRUE
chr1:10276301-10276419	0.453781512605042	NA	NA	KIF1B	TRUE
chr1:10277966-10278148	0.409836065573771	NA	NA	KIF1B	TRUE
chr1:10282380-10282553	0.488505747126437	NA	NA	KIF1B	TRUE
chr1:10288554-10288754	0.368159203980099	NA	NA	KIF1B	TRUE
chr1:10291062-10291181	0.45	NA	NA	KIF1B	TRUE
chr1:10292027-10292142	0.448275862068966	NA	NA	KIF1B	TRUE
chr1:10295066-10295185	0.341666666666667	NA	NA	KIF1B	TRUE
chr1:10295640-10295786	0.54421768707483	NA	NA	KIF1B	TRUE
chr1:10296562-10296685	0.516129032258065	NA	NA	KIF1B	TRUE
chr1:10296877-10297097	0.46606334841629	NA	NA	KIF1B	TRUE
chr1:10297154-10297266	0.389380530973451	NA	NA	KIF1B	TRUE
chr1:10303143-10303523	0.448818897637795	NA	NA	KIF1B	TRUE
chr1:10303524-10303904	0.456692913385827	NA	NA	KIF1B	TRUE
chr1:10303905-10304285	0.461942257217848	NA	NA	KIF1B	TRUE
chr1:10304286-10304667	0.489528795811518	NA	NA	KIF1B	TRUE
chr1:10320023-10320156	0.447761194029851	NA	NA	KIF1B	TRUE
chr1:10321689-10321877	0.470899470899471	NA	NA	KIF1B	TRUE
chr1:10323864-10324082	0.429223744292237	NA	NA	KIF1B	TRUE
chr1:10324738-10324915	0.48876404494382	NA	NA	KIF1B	TRUE
chr1:10326091-10326379	0.560553633217993	NA	NA	KIF1B	TRUE
chr1:10334500-10334658	0.540880503144654	NA	NA	KIF1B	TRUE
chr1:10336637-10336762	0.365079365079365	NA	NA	KIF1B	TRUE
chr1:10337054-10337223	0.452941176470588	NA	NA	KIF1B	TRUE
chr1:10337351-10337553	0.463054187192118	NA	NA	KIF1B	TRUE
chr1:10339749-10339879	0.412213740458015	NA	NA	KIF1B	TRUE
chr1:10342030-10342188	0.415094339622642	NA	NA	KIF1B	TRUE
chr1:10343210-10343309	0.58	NA	NA	KIF1B	TRUE
chr1:10345825-10345973	0.422818791946309	NA	NA	KIF1B	TRUE
chr1:10347741-10347847	0.448598130841121	NA	NA	KIF1B	TRUE
chr1:10348629-10348753	0.504	NA	NA	KIF1B	TRUE
chr1:10352611-10352756	0.452054794520548	NA	NA	KIF1B	TRUE
chr1:10360909-10361063	0.490322580645161	NA	NA	KIF1B	TRUE
chr1:10361672-10361845	0.517241379310345	NA	NA	KIF1B	TRUE
chr1:10363263-10363364	0.401960784313726	NA	NA	KIF1B	TRUE
chr1:10365080-10365265	0.532258064516129	NA	NA	KIF1B	TRUE
chr1:10365389-10365668	0.525	NA	NA	KIF1B	TRUE
chr1:10368447-10368558	0.473214285714286	NA	NA	KIF1B	TRUE
chr1:10371121-10371282	0.512345679012346	NA	NA	KIF1B	TRUE
chr1:10374296-10374485	0.431578947368421	NA	NA	KIF1B	TRUE
chr1:10374834-10375066	0.48068669527897	NA	NA	KIF1B	TRUE
chr1:10375235-10375393	0.459119496855346	NA	NA	KIF1B	TRUE
chr1:10376516-10376615	0.57	NA	NA	KIF1B	TRUE
chr1:10377116-10572587	0.462004788409593	NA	NA	.	FALSE
chr1:10573088-10573288	0.348258706467662	NA	NA	PEX14	TRUE
chr1:10573789-10751506	0.541639001114125	NA	NA	.	FALSE
chr1:10751507-10929224	0.523886156720197	NA	NA	.	FALSE
chr1:10929225-11106942	0.495307172036597	NA	NA	.	FALSE
chr1:11107443-11107542	0.42	NA	NA	MTOR	TRUE
chr1:11108161-11108306	0.486301369863014	NA	NA	MTOR	TRUE
chr1:11109270-11109390	0.413223140495868	NA	NA	MTOR	TRUE
chr1:11109629-11109749	0.43801652892562	NA	NA	MTOR	TRUE
chr1:11112832-11112937	0.537735849056604	NA	NA	MTOR	TRUE
chr1:11114298-11114473	0.528409090909091	NA	NA	MTOR	TRUE
chr1:11114793-11114907	0.417391304347826	NA	NA	MTOR	TRUE
chr1:11115376-11115488	0.486725663716814	NA	NA	MTOR	TRUE
chr1:11116984-11117106	0.422764227642276	NA	NA	MTOR	TRUE
chr1:11121226-11121388	0.570552147239264	NA	NA	MTOR	TRUE
chr1:11121959-11122146	0.558510638297872	NA	NA	MTOR	TRUE
chr1:11124478-11124653	0.494318181818182	NA	NA	MTOR	TRUE
chr1:11126602-11126816	0.469767441860465	NA	NA	MTOR	TRUE
chr1:11126990-11127164	0.514285714285714	NA	NA	MTOR	TRUE
chr1:11127604-11127826	0.520179372197309	NA	NA	MTOR	TRUE
chr1:11127984-11128146	0.54601226993865	NA	NA	MTOR	TRUE
chr1:11128434-11128572	0.503597122302158	NA	NA	MTOR	TRUE
chr1:11128835-11128971	0.452554744525547	NA	NA	MTOR	TRUE
chr1:11129718-11129858	0.531914893617021	NA	NA	MTOR	TRUE
chr1:11130509-11130797	0.605536332179931	NA	NA	MTOR	TRUE
chr1:11133060-11133217	0.544303797468354	NA	NA	MTOR	TRUE
chr1:11134331-11134486	0.564102564102564	NA	NA	MTOR	TRUE
chr1:11139284-11139455	0.47093023255814	NA	NA	MTOR	TRUE
chr1:11139513-11139678	0.548192771084337	NA	NA	MTOR	TRUE
chr1:11144628-11144775	0.547297297297297	NA	NA	MTOR	TRUE
chr1:11144948-11145065	0.491525423728814	NA	NA	MTOR	TRUE
chr1:11146656-11146811	0.5	NA	NA	MTOR	TRUE
chr1:11150106-11150246	0.51063829787234	NA	NA	MTOR	TRUE
chr1:11157132-11157311	0.544444444444444	NA	NA	MTOR	TRUE
chr1:11167422-11167537	0.439655172413793	NA	NA	MTOR	TRUE
chr1:11168038-11189059	0.445485681666825	NA	NA	.	FALSE
chr1:11189560-11189767	0.552884615384615	NA	NA	ANGPTL7	TRUE
chr1:11189768-11189975	0.5625	NA	NA	ANGPTL7	TRUE
chr1:11192250-11192390	0.49645390070922	NA	NA	ANGPTL7	TRUE
chr1:11193560-11193794	0.582978723404255	NA	NA	ANGPTL7	TRUE
chr1:11194441-11194679	0.548117154811716	NA	NA	ANGPTL7	TRUE
chr1:11194834-11195043	0.538095238095238	NA	NA	ANGPTL7	TRUE
chr1:11199238-11199423	0.516129032258065	NA	NA	MTOR	TRUE
chr1:11199521-11199723	0.477832512315271	NA	NA	MTOR	TRUE
chr1:11204541-11204723	0.639344262295082	NA	NA	MTOR	TRUE
chr1:11209292-11209478	0.475935828877005	NA	NA	MTOR	TRUE
chr1:11210794-11210926	0.406015037593985	NA	NA	MTOR	TRUE
chr1:11212292-11212494	0.527093596059113	NA	NA	MTOR	TRUE
chr1:11212776-11212928	0.509803921568627	NA	NA	MTOR	TRUE
chr1:11213379-11213586	0.480769230769231	NA	NA	MTOR	TRUE
chr1:11216128-11216254	0.425196850393701	NA	NA	MTOR	TRUE
chr1:11228648-11228938	0.515463917525773	NA	NA	MTOR	TRUE
chr1:11230905-11231074	0.535294117647059	NA	NA	MTOR	TRUE
chr1:11231280-11231454	0.531428571428571	NA	NA	MTOR	TRUE
chr1:11232416-11232548	0.428571428571429	NA	NA	MTOR	TRUE
chr1:11233378-11233507	0.415384615384615	NA	NA	MTOR	TRUE
chr1:11234123-11234285	0.539877300613497	NA	NA	MTOR	TRUE
chr1:11237823-11238068	0.573170731707317	NA	NA	MTOR	TRUE
chr1:11238382-11238637	0.5546875	NA	NA	MTOR	TRUE
chr1:11240283-11240567	0.564912280701754	NA	NA	MTOR	TRUE
chr1:11241533-11241701	0.562130177514793	NA	NA	MTOR	TRUE
chr1:11243094-11243320	0.511013215859031	NA	NA	MTOR	TRUE
chr1:11247605-11247753	0.496644295302013	NA	NA	MTOR	TRUE
chr1:11247799-11248114	0.522151898734177	NA	NA	MTOR	TRUE
chr1:11253819-11253993	0.52	NA	NA	MTOR	TRUE
chr1:11255972-11256212	0.556016597510373	NA	NA	MTOR	TRUE
chr1:11256913-11257185	0.553113553113553	NA	NA	MTOR	TRUE
chr1:11258465-11258613	0.436241610738255	NA	NA	MTOR	TRUE
chr1:11259228-11259429	0.594059405940594	NA	NA	MTOR	TRUE
chr1:11259930-11398034	0.503776112378263	NA	NA	.	FALSE
chr1:11398035-11536139	0.512472394192824	NA	NA	.	FALSE
chr1:11536140-11674245	0.515777735941958	NA	NA	.	FALSE
chr1:11674746-11674845	0.59	NA	NA	MAD2L2	TRUE
chr1:11675062-11675194	0.548872180451128	NA	NA	MAD2L2	TRUE
chr1:11675638-11675751	0.56140350877193	NA	NA	MAD2L2	TRUE
chr1:11676026-11676160	0.614814814814815	NA	NA	MAD2L2	TRUE
chr1:11676828-11676968	0.553191489361702	NA	NA	MAD2L2	TRUE
chr1:11677523-11677634	0.589285714285714	NA	NA	MAD2L2	TRUE
chr1:11680333-11680491	0.622641509433962	NA	NA	MAD2L2	TRUE
chr1:11680532-11680631	0.64	NA	NA	MAD2L2	TRUE
chr1:11681132-11839818	0.5214604851059	NA	NA	.	FALSE
chr1:11839819-11998506	0.515483212341198	NA	NA	.	FALSE
chr1:11998507-12157194	0.513624218592458	NA	NA	.	FALSE
chr1:12157695-12157895	0.432835820895522	NA	NA	.	TRUE
chr1:12158396-12339209	0.465987147012953	NA	NA	.	FALSE
chr1:12339210-12520024	0.42647457345906	NA	NA	.	FALSE
chr1:12520025-12700838	0.487965533642306	NA	NA	.	FALSE
chr1:12700839-12881653	0.443171197079888	NA	NA	.	FALSE
chr1:12881654-13062467	0.456847126454355	NA	NA	.	FALSE
chr1:13062468-13243282	0.454835052401626	NA	NA	.	FALSE
chr1:13243283-13424096	0.463006183149535	NA	NA	.	FALSE
chr1:13424097-13604911	0.477819871139009	NA	NA	.	FALSE
chr1:13605412-13605612	0.432835820895522	NA	NA	PDPN	TRUE
chr1:13606113-13781708	0.422629217066448	NA	NA	.	FALSE
chr1:13782209-13782308	0.44	NA	NA	PRDM2	TRUE
chr1:13782809-13950979	0.448067740573583	NA	NA	.	FALSE
chr1:13950980-14119150	0.427487497844456	NA	NA	.	FALSE
chr1:14119151-14287321	0.417967426012808	NA	NA	.	FALSE
chr1:14287322-14455492	0.427826438565508	NA	NA	.	FALSE
chr1:14455993-14456193	0.373134328358209	NA	NA	KAZN	TRUE
chr1:14456694-14636431	0.440964069924001	NA	NA	.	FALSE
chr1:14636432-14816169	0.472537805027318	NA	NA	.	FALSE
chr1:14816170-14995908	0.499407474170881	NA	NA	.	FALSE
chr1:14995909-15175646	0.504868197042362	NA	NA	.	FALSE
chr1:15175647-15355385	0.470165072688732	NA	NA	.	FALSE
chr1:15355886-15356086	0.343283582089552	NA	NA	FHAD1	TRUE
chr1:15356587-15520239	0.501402357426995	NA	NA	.	FALSE
chr1:15520240-15683893	0.448378896941107	NA	NA	.	FALSE
chr1:15683894-15847547	0.516852628105637	NA	NA	.	FALSE
chr1:15848048-15848170	0.617886178861789	NA	NA	SPEN	TRUE
chr1:15848671-15872295	0.429037037037037	NA	NA	.	FALSE
chr1:15872796-15873156	0.493074792243767	NA	NA	SPEN	TRUE
chr1:15876182-15876439	0.503875968992248	NA	NA	SPEN	TRUE
chr1:15876440-15876698	0.521235521235521	NA	NA	SPEN	TRUE
chr1:15877199-15908800	0.419150686665401	NA	NA	.	FALSE
chr1:15909301-15909501	0.45273631840796	NA	NA	SPEN	TRUE
chr1:15911081-15911321	0.394190871369295	NA	NA	SPEN	TRUE
chr1:15916108-15916299	0.411458333333333	NA	NA	SPEN	TRUE
chr1:15918906-15919071	0.337349397590361	NA	NA	SPEN	TRUE
chr1:15919384-15919537	0.448051948051948	NA	NA	SPEN	TRUE
chr1:15920850-15921003	0.38961038961039	NA	NA	SPEN	TRUE
chr1:15922229-15922369	0.354609929078014	NA	NA	SPEN	TRUE
chr1:15928071-15928461	0.455242966751918	NA	NA	SPEN	TRUE
chr1:15928462-15928852	0.468030690537084	NA	NA	SPEN	TRUE
chr1:15928853-15929243	0.473145780051151	NA	NA	SPEN	TRUE
chr1:15929244-15929634	0.457800511508951	NA	NA	SPEN	TRUE
chr1:15929635-15930026	0.426020408163265	NA	NA	SPEN	TRUE
chr1:15930027-15930417	0.424552429667519	NA	NA	SPEN	TRUE
chr1:15930418-15930808	0.383631713554987	NA	NA	SPEN	TRUE
chr1:15930809-15931199	0.432225063938619	NA	NA	SPEN	TRUE
chr1:15931200-15931591	0.556122448979592	NA	NA	SPEN	TRUE
chr1:15931592-15931982	0.50383631713555	NA	NA	SPEN	TRUE
chr1:15931983-15932373	0.580562659846547	NA	NA	SPEN	TRUE
chr1:15932374-15932764	0.524296675191816	NA	NA	SPEN	TRUE
chr1:15932765-15933156	0.566326530612245	NA	NA	SPEN	TRUE
chr1:15933157-15933547	0.519181585677749	NA	NA	SPEN	TRUE
chr1:15933548-15933938	0.578005115089514	NA	NA	SPEN	TRUE
chr1:15933939-15934329	0.539641943734015	NA	NA	SPEN	TRUE
chr1:15934330-15934721	0.589285714285714	NA	NA	SPEN	TRUE
chr1:15934722-15935112	0.570332480818414	NA	NA	SPEN	TRUE
chr1:15935113-15935503	0.59846547314578	NA	NA	SPEN	TRUE
chr1:15935504-15935894	0.631713554987212	NA	NA	SPEN	TRUE
chr1:15935895-15936286	0.647959183673469	NA	NA	SPEN	TRUE
chr1:15937143-15937403	0.666666666666667	NA	NA	SPEN	TRUE
chr1:15937404-15937665	0.561068702290076	NA	NA	SPEN	TRUE
chr1:15937792-15938026	0.612765957446809	NA	NA	SPEN	TRUE
chr1:15938698-15938896	0.592964824120603	NA	NA	SPEN	TRUE
chr1:15939276-15939447	0.581395348837209	NA	NA	SPEN	TRUE
chr1:15939948-16124694	0.538893730344742	NA	NA	.	FALSE
chr1:16125195-16125340	0.657534246575342	NA	NA	EPHA2	TRUE
chr1:16129414-16129609	0.61734693877551	NA	NA	EPHA2	TRUE
chr1:16130206-16130439	0.615384615384615	NA	NA	EPHA2	TRUE
chr1:16131701-16131890	0.642105263157895	NA	NA	EPHA2	TRUE
chr1:16132044-16132293	0.624	NA	NA	EPHA2	TRUE
chr1:16132358-16132459	0.549019607843137	NA	NA	EPHA2	TRUE
chr1:16133160-16133388	0.606986899563319	NA	NA	EPHA2	TRUE
chr1:16133461-16133626	0.572289156626506	NA	NA	EPHA2	TRUE
chr1:16133838-16133937	0.64	NA	NA	EPHA2	TRUE
chr1:16134448-16134587	0.607142857142857	NA	NA	EPHA2	TRUE
chr1:16135016-16135209	0.670103092783505	NA	NA	EPHA2	TRUE
chr1:16135635-16135790	0.666666666666667	NA	NA	EPHA2	TRUE
chr1:16137833-16138205	0.654155495978552	NA	NA	EPHA2	TRUE
chr1:16138255-16138450	0.602040816326531	NA	NA	EPHA2	TRUE
chr1:16148358-16148712	0.650704225352113	NA	NA	EPHA2	TRUE
chr1:16148713-16149067	0.554929577464789	NA	NA	EPHA2	TRUE
chr1:16150876-16150983	0.592592592592593	NA	NA	EPHA2	TRUE
chr1:16155828-16155952	0.76	NA	NA	EPHA2	TRUE
chr1:16156453-16328833	0.488777765531004	NA	NA	.	FALSE
chr1:16328834-16501215	0.490660277755218	NA	NA	.	FALSE
chr1:16501216-16673596	0.464529153444985	NA	NA	.	FALSE
chr1:16673597-16845978	0.490216378507092	NA	NA	.	FALSE
chr1:16845979-17018360	0.52160499299633	NA	NA	.	FALSE
chr1:17018861-17018978	0.372881355932203	NA	NA	SDHB	TRUE
chr1:17022588-17022750	0.552147239263804	NA	NA	SDHB	TRUE
chr1:17023953-17024094	0.542253521126761	NA	NA	SDHB	TRUE
chr1:17027729-17027885	0.414012738853503	NA	NA	SDHB	TRUE
chr1:17028580-17028756	0.440677966101695	NA	NA	SDHB	TRUE
chr1:17033040-17033165	0.380952380952381	NA	NA	SDHB	TRUE
chr1:17044741-17044908	0.464285714285714	NA	NA	SDHB	TRUE
chr1:17045090-17045290	0.393034825870647	NA	NA	SDHB	TRUE
chr1:17053928-17054039	0.6875	NA	NA	SDHB	TRUE
chr1:17054540-17243674	0.500674121659132	NA	NA	.	FALSE
chr1:17243675-17432810	0.502744057186363	NA	NA	.	FALSE
chr1:17432811-17621945	0.514711713855183	NA	NA	.	FALSE
chr1:17621946-17811081	0.521978893494628	NA	NA	.	FALSE
chr1:17811582-17811782	0.313432835820896	NA	NA	ACTL8	TRUE
chr1:17812283-17966569	0.48395522629904	NA	NA	.	FALSE
chr1:17966570-18120856	0.489373699663614	NA	NA	.	FALSE
chr1:18120857-18275143	0.494267177403151	NA	NA	.	FALSE
chr1:18275144-18429430	0.492769967657677	NA	NA	.	FALSE
chr1:18429931-18430131	0.427860696517413	NA	NA	.	TRUE
chr1:18430632-18610253	0.47763080246295	NA	NA	.	FALSE
chr1:18610254-18789875	0.504949282381891	NA	NA	.	FALSE
chr1:18789876-18969497	0.5264778256561	NA	NA	.	FALSE
chr1:18969498-19149119	0.473923016111612	NA	NA	.	FALSE
chr1:19149120-19328741	0.465527607976751	NA	NA	.	FALSE
chr1:19328742-19508363	0.492634532518288	NA	NA	.	FALSE
chr1:19508364-19687985	0.471005778802151	NA	NA	.	FALSE
chr1:19687986-19867608	0.46956681494018	NA	NA	.	FALSE
chr1:19868109-19868309	0.36318407960199	NA	NA	.	TRUE
chr1:19868810-20066352	0.434821785636545	NA	NA	.	FALSE
chr1:20066353-20263896	0.478900903089945	NA	NA	.	FALSE
chr1:20263897-20461440	0.491556311505285	NA	NA	.	FALSE
chr1:20461441-20658984	0.487987486332159	NA	NA	.	FALSE
chr1:20659485-20659685	0.437810945273632	NA	NA	DDOST	TRUE
chr1:20660186-20835470	0.472362153065008	NA	NA	.	FALSE
chr1:20835471-21010755	0.380106683401318	NA	NA	.	FALSE
chr1:21010756-21186040	0.406104344353481	NA	NA	.	FALSE
chr1:21186041-21361325	0.508389194739995	NA	NA	.	FALSE
chr1:21361826-21362026	0.328358208955224	NA	NA	.	TRUE
chr1:21362527-21556361	0.472396625996337	NA	NA	.	FALSE
chr1:21556362-21750196	0.500910568266825	NA	NA	.	FALSE
chr1:21750197-21944031	0.524121030773596	NA	NA	.	FALSE
chr1:21944032-22137866	0.480088735264529	NA	NA	.	FALSE
chr1:22137867-22331701	0.508473701859829	NA	NA	.	FALSE
chr1:22331702-22525536	0.452462145639332	NA	NA	.	FALSE
chr1:22525537-22719371	0.528351432919751	NA	NA	.	FALSE
chr1:22719372-22913207	0.516333395241338	NA	NA	.	FALSE
chr1:22913708-22913807	0.47	NA	NA	EPHB2	TRUE
chr1:22914308-23011805	0.468789103366223	NA	NA	.	FALSE
chr1:23012306-23012506	0.333333333333333	NA	NA	TEX46	TRUE
chr1:23013007-23161421	0.411164639692753	NA	NA	.	FALSE
chr1:23161422-23309837	0.451427069857697	NA	NA	.	FALSE
chr1:23310338-23310437	0.32	NA	NA	HNRNPR	TRUE
chr1:23310938-23434688	0.459341742692988	NA	NA	.	FALSE
chr1:23434689-23558439	0.497789916849157	NA	NA	.	FALSE
