#Chr	Start	End	Gene	CDS_mutation_syntax	AA_mutation_syntax	Report	comment	Exon	Accession_number
NC_000003.11	178936006	178936006	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936007	178936007	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936008	178936008	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936009	178936009	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936010	178936010	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936011	178936011	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936012	178936012	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936013	178936013	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936014	178936014	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936015	178936015	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936016	178936016	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936017	178936017	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936018	178936018	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936019	178936019	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936020	178936020	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936021	178936021	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936022	178936022	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936023	178936023	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936024	178936024	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936025	178936025	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936026	178936026	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936027	178936027	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936028	178936028	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936029	178936029	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936030	178936030	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936031	178936031	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936032	178936032	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936033	178936033	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936034	178936034	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936035	178936035	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936036	178936036	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936037	178936037	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936038	178936038	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936039	178936039	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936040	178936040	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936041	178936041	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936042	178936042	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936043	178936043	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936044	178936044	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936045	178936045	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936046	178936046	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936047	178936047	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936048	178936048	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936049	178936049	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936050	178936050	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936051	178936051	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936052	178936052	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936053	178936053	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936054	178936054	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936055	178936055	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936056	178936056	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936057	178936057	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936058	178936058	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936059	178936059	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936060	178936060	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936061	178936061	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936062	178936062	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936063	178936063	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936064	178936064	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936065	178936065	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936066	178936066	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936067	178936067	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936068	178936068	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936069	178936069	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936070	178936070	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936071	178936071	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936072	178936072	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936073	178936073	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936074	178936074	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936075	178936075	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936076	178936076	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936077	178936077	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936078	178936078	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936079	178936079	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936080	178936080	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936081	178936081	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936082	178936082	PIK3CA	c.G1624	p.E542	hotspot	-	exon10	NM_006218
NC_000003.11	178936083	178936083	PIK3CA	c.A1625	p.E542	hotspot	-	exon10	NM_006218
NC_000003.11	178936084	178936084	PIK3CA	c.A1626	p.E542	hotspot	-	exon10	NM_006218
NC_000003.11	178936085	178936085	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936086	178936086	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936087	178936087	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936088	178936088	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936089	178936089	PIK3CA	c.C1631	p.T544	region	-	exon10	NM_006218
NC_000003.11	178936091	178936091	PIK3CA	c.G1633	p.E545	hotspot	-	exon10	NM_006218
NC_000003.11	178936092	178936092	PIK3CA	c.A1634	p.E545	hotspot	-	exon10	NM_006218
NC_000003.11	178936093	178936093	PIK3CA	c.G1635	p.E545	hotspot	-	exon10	NM_006218
NC_000003.11	178936094	178936094	PIK3CA	c.C1636	p.Q546	hotspot	-	exon10	NM_006218
NC_000003.11	178936095	178936095	PIK3CA	c.A1637	p.Q546	hotspot	-	exon10	NM_006218
NC_000003.11	178936096	178936096	PIK3CA	c.G1638	p.Q546	hotspot	-	exon10	NM_006218
NC_000003.11	178936097	178936097	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936098	178936098	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936099	178936099	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936100	178936100	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936101	178936101	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936102	178936102	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936103	178936103	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936104	178936104	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936105	178936105	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936106	178936106	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936107	178936107	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936108	178936108	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936109	178936109	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936110	178936110	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936111	178936111	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936112	178936112	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936113	178936113	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936114	178936114	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936115	178936115	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936116	178936116	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936117	178936117	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936118	178936118	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936119	178936119	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936120	178936120	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936121	178936121	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178936122	178936122	PIK3CA	-	-	region	-	exon10	NM_006218
NC_000003.11	178938860	178938860	PIK3CA	c.A2102	p.H701	region	-	exon14	NM_006218
NC_000003.11	178947827	178947827	PIK3CA	c.G2702	p.C901	region	-	exon19	NM_006218
NC_000003.11	178947850	178947850	PIK3CA	c.T2725	p.F909	region	-	exon19	NM_006218
NC_000003.11	178947852	178947852	PIK3CA	c.C2727	p.F909	region	-	exon19	NM_006218
NC_000003.11	178951882	178951882	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951883	178951883	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951884	178951884	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951885	178951885	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951886	178951886	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951887	178951887	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951888	178951888	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951889	178951889	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951890	178951890	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951891	178951891	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951892	178951892	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951893	178951893	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951894	178951894	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951895	178951895	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951896	178951896	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951897	178951897	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951898	178951898	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951899	178951899	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951900	178951900	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951901	178951901	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951902	178951902	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951903	178951903	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951904	178951904	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951905	178951905	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951906	178951906	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951907	178951907	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951908	178951908	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951909	178951909	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951910	178951910	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951911	178951911	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951912	178951912	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951913	178951913	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951914	178951914	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951915	178951915	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951916	178951916	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951917	178951917	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951918	178951918	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951919	178951919	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951920	178951920	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951921	178951921	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951922	178951922	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951923	178951923	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951924	178951924	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951925	178951925	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951926	178951926	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951927	178951927	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951928	178951928	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951929	178951929	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951930	178951930	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951931	178951931	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951932	178951932	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951933	178951933	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951934	178951934	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951935	178951935	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951936	178951936	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951937	178951937	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951938	178951938	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951939	178951939	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951940	178951940	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951941	178951941	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951942	178951942	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951943	178951943	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951944	178951944	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951945	178951945	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951946	178951946	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951947	178951947	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951948	178951948	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951949	178951949	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951950	178951950	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951951	178951951	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951952	178951952	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951953	178951953	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951954	178951954	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951955	178951955	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951956	178951956	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951957	178951957	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951958	178951958	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951959	178951959	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951960	178951960	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951961	178951961	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951962	178951962	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951963	178951963	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951964	178951964	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951965	178951965	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951966	178951966	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951967	178951967	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951968	178951968	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951969	178951969	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951970	178951970	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951971	178951971	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951972	178951972	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951973	178951973	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951974	178951974	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951975	178951975	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951976	178951976	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951977	178951977	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951978	178951978	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951979	178951979	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951980	178951980	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951981	178951981	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951982	178951982	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951983	178951983	PIK3CA	-	-	region	-	exon21	NM_006218
NC_000003.11	178951984	178951984	PIK3CA	-	-	region	-	exon21	NM_006218
