>EML4_ENST00000318522.9,chr2:42169350-42332548
3,59832525,59832653
4,59814652,59814755
5,59812635,59812795
6,59806922,59807078
7,59804420,59804520
8,59794473,59794597
9,59788763,59793111

>RET_ENST00000355710.7,chr10:43077027-43130351
1,43077027,43077331
2,43100459,43100722
3,43102342,43102629
4,43104952,43105193
5,43106376,43106571
6,43109031,43109230
7,43111207,43111465
8,43112099,43112224
9,43112853,43112963
10,43113556,43113675
11,43114480,43114736
12,43116584,43116731
13,43118373,43118480
14,43119531,43119745
15,43120081,43120203
16,43121946,43122016
17,43123671,43123808
18,43124883,43124982
19,43126575,43126722
20,43128112,43130351

>NCOA4_ENST00000578454.5,chr10:46005088-46030714
1,46030526,46030607
2,46027432,46027528
3,46016540,46016694
4,46015126,46015266
5,46014854,46014942
6,46014444,46014552
7,46013550,46013639
8,46012883,46013026
9,46010223,46011206
10,46009411,46009551
11,46009124,46009212
12,46006412,46006597

>PRKAR1A_ENST00000589228.5,chr17:68511780-68551319
1,68512427,68512548
2,68515394,68515576
3,68522756,68522926
4,68523725,68523816
5,68524016,68524077
6,68524912,68524958
7,68525754,68525912
8,68527840,68527900
9,68528870,68528991
10,68529920,68530001
11,68530277,68533431

>BCR_ENST00000305877.12,chr22:23179704-23318037
1,23180210,23182239
2,23253799,23253980
3,23260950,23261054
4,23261355,23261540
5,23268408,23268515
6,23271532,23271592
7,23273081,23273133
8,23273634,23273774
9,23283977,23284098
10,23285033,23285201
11,23287159,23287278
12,23288097,23288172
13,23289517,23289621
14,23290339,23290413
15,23292541,23292638
16,23295024,23295155
17,23309424,23309483
18,23310324,23310433
19,23311697,23311836
20,23312887,23313021
21,23313968,23314073
22,23314552,23314714
23,23315433,23318037

>ABL1_ENST00000318560.5,chr9:130713946-130887675
1,130835066,130835525
2,130854064,130854237
3,130854801,130855096
4,130862763,130863035
5,130872129,130872213
6,130872860,130873037
7,130874868,130875052
8,130878415,130878567
9,130880068,130880157
10,130880500,130880664
11,130883969,130887675

>ETV6_ENST00000396373.8,chr12:11649854-11895402
1,11649854,11650160
2,11752450,11752579
3,11839140,11839304
4,11853427,11853561
5,11869424,11869969
6,11884445,11884587
7,11885926,11886026
8,11890941,11895402

>NTRK3_ENST00000394480.6,chr15:87859751-88256768
1,88256644,88256747
2,88256284,88256486
3,88255906,88256168
4,88184225,88184299
5,88183418,88183489
6,88147335,88147403
7,88137404,88137561
8,88136467,88136609
9,88135899,88136040
10,88135101,88135397
11,88128711,88128734
12,88127162,88127226
13,88126271,88126373
14,88032857,88033045
15,87940623,87940753
16,87933012,87933184
17,87929191,87929434
18,87880270,87880428
19,87859751,87877120

>TPM3_ENST00000368530.6,chr1:154155304-154194648
1,154191902,154192211
2,154191186,154191311
3,154176115,154176248
4,154173084,154173201
5,154172908,154172978
6,154171413,154171488
7,154170649,154170711
8,154170400,154170469
9,154169305,154169383
10,154167465,154167940

>NTRK1_ENST00000392302.6,chr1:156815640-156881850
1,156815656,156815838
2,156842081,156842193
3,156864354,156864428
4,156864728,156864799
5,156866910,156866978
6,156868104,156868249
7,156868505,156868647
8,156871623,156871755
9,156873633,156873959
10,156874571,156874626
11,156874906,156875008
12,156875520,156875666
13,156876080,156876210
14,156876400,156876572
15,156879122,156879362
16,156879999,156880157
17,156881457,156881794

>LMNA_ENST00000368300.8,chr1:156082573-156140089
1,156114707,156115274
2,156130617,156130773
3,156134403,156134528
4,156134805,156134975
5,156135187,156135312
6,156135901,156136121
7,156136214,156136436
8,156136921,156137028
9,156137113,156137232
10,156137654,156137743
11,156138488,156138757
12,156139080,156140089

>FGFR3_ENST00000260795.6,chr4:1793307-1808872
1,1793833,1794043
2,1799254,1799523
3,1799747,1799812
4,1801367,1801536
5,1801620,1801743
6,1801835,1802025
7,1803692,1803836
8,1804330,1804520
9,1804824,1804969
10,1805355,1805476
11,1805559,1805669
12,1805750,1805940
13,1806051,1806173
14,1806257,1806327
15,1806546,1806683
16,1806829,1806934
17,1807116,1808871

>FGFR1_ENST00000447712.6,chr8:38411138-38468834
1,38467981,38468834
2,38457356,38457534
3,38429682,38429948
4,38428346,38428435
5,38427921,38428093
6,38426122,38426245
7,38424509,38424699
8,38421797,38421941
9,38419533,38419735
10,38418228,38418373
11,38417870,38417991
12,38417306,38417416
13,38415870,38416060
14,38414779,38414901
15,38414559,38414629
16,38414152,38414289
17,38413918,38414023
18,38411139,38413804

>BRAF_ENST00000288602.10,chr7:140719327-140924764
1,140924566,140924764
2,140850111,140850212
3,140834609,140834872
4,140808892,140808995
5,140807960,140808062
6,140801412,140801560
7,140800362,140800481
8,140794308,140794467
9,140787548,140787584
10,140783021,140783157
11,140781576,140781693
12,140777991,140778075
13,140776912,140777088
14,140754187,140754233
15,140753275,140753393
16,140749287,140749418
17,140739812,140739946
18,140734479,140734770

>DNAJB1_ENST00000254322.2,chr19:14514770-14529770
1,14518139,14518420
2,14516466,14517046
3,14514770,14516170

>ETV4_ENST00000319349.9,chr17:43527844-43579620
1,43546185,43546432
2,43545558,43545668
3,43545274,43545367
4,43544975,43545022
5,43536426,43536479
6,43533859,43533985
7,43533187,43533348
8,43532674,43532939
9,43530107,43530181
10,43529884,43529952
11,43529504,43529676
12,43529135,43529236
13,43527844,43528743

>ETV5_ENST00000306376.9,chr3:186046308-186110318
1,186108940,186109112
2,186105824,186105942
3,186105625,186105712
4,186105449,186105496
5,186105305,186105355
6,186081046,186081175
7,186079817,186080104
8,186065813,186066072
9,186064417,186064476
10,186057423,186057491
11,186057075,186057244
12,186052030,186052131
13,186046308,186048860

>MYB_ENST00000341911.9,chr6:135181315-135219173
1,135181315,135181536
2,135185903,135186020
3,135187834,135187905
4,135189791,135189883
5,135190127,135190347
6,135192324,135192558
7,135193838,135193918
8,135194356,135194460
9,135195748,135196002
10,135196961,135197323
11,135198908,135199050
12,135200085,135200199
13,135200290,135200415
14,135201639,135201749
15,135203217,135203324
16,135217864,135219167

>NTRK2_ENST00000323115.8,chr9:84668551-85027070
1,84670396,84670960
2,84702159,84702233
3,84702348,84702419
4,84707844,84707912
5,84710637,84710791
6,84723573,84723709
7,84724224,84724356
8,84727654,84727959
9,84741892,84741927
10,84744973,84745073
11,84751986,84752085
12,84867243,84867431
13,84934162,84934292
14,84948462,84948634
15,84955283,84955517
16,85020206,85020364
17,85021252,85022323

>NUTM1_ENST00000537011.5,chr15:34343315-34357737
1,34343315,34343702
2,34345942,34346035
3,34347969,34348677
4,34350704,34350832
5,34353736,34353872
6,34354446,34354732
7,34355021,34355137
8,34355488,34357728

>PAX8_ENST00000429538.7,chr2:113215997-113278950
1,113278831,113278950
2,113278370,113278469
3,113246754,113246919
4,113244427,113244624
5,113242690,113242778
6,113242008,113242130
7,113241551,113241726
8,113236601,113236721
9,113235394,113235582
10,113227155,113227256
11,113220092,113220178
12,113215997,113218609

>RAF1_ENST00000251849.8,chr3:12583601-12664226
1,12663813,12664226
2,12618515,12618747
3,12611950,12612062
4,12609233,12609335
5,12608766,12608923
6,12606201,12606299
7,12604136,12604289
8,12600388,12600415
9,12600152,12600279
10,12599691,12599808
11,12591708,12591792
12,12590798,12590974
13,12587591,12587637
14,12585681,12585799
15,12585122,12585253
16,12584847,12584981
17,12583601,12584657

>RSPO2_ENST00000276659.9,chr8:107899316-108083648
1,108083197,108083648
2,108082545,108082807
3,107989056,107989244
4,107960674,107960817
5,107958080,107958268
6,107899317,107901190

>TFE3_ENST00000315869.7,chrX:49028726-49043486
1,49043111,49043486
2,49040455,49040568
3,49039107,49039410
4,49038197,49038442
5,49038010,49038114
6,49034134,49034251
7,49033726,49033782
8,49033465,49033540
9,49031397,49031544
10,49028731,49030601

>TMPRSS2_ENST00000332149.9,chr21:41464551-41531116
1,41508081,41508159
2,41498119,41498189
3,41494356,41494578
4,41489507,41489593
5,41488394,41488513
6,41480476,41480602
7,41479172,41479282
8,41476577,41476620
9,41473325,41473496
10,41471806,41471981
11,41470648,41470743
12,41468396,41468538
13,41467734,41467886
14,41464551,41466153

>TACC3_ENST00000313288.8,chr4:1721490-1745176
1,1721539,1721643
2,1723421,1723583
3,1723728,1723870
4,1727708,1728787
5,1730887,1730962
6,1731172,1731301
7,1735273,1735325
8,1735731,1735834
9,1737241,1737328
10,1737598,1737702
11,1739702,1739778
12,1739959,1740002
13,1740826,1740986
14,1744518,1744624
15,1744712,1744832
16,1744948,1745171

>TFG_ENST00000240851.8,chr3:100709331-100748966
1,100709425,100709721
2,100713643,100713869
3,100719975,100720058
4,100728712,100728858
5,100732508,100732672
6,100736576,100736716
7,100744833,100744931
8,100748149,100748966

>HIP1_ENST00000336926.10,chr7:75533300-75738962
1,75738801,75738947
2,75599184,75599247
3,75592372,75592514
4,75592056,75592112
5,75586753,75586833
6,75582075,75582151
7,75581237,75581298
8,75573761,75573901
9,75568199,75568256
10,75563188,75563263
11,75562935,75563075
12,75562073,75562170
13,75561329,75561401
14,75559732,75559915
15,75558167,75558255
16,75557654,75557770
17,75556710,75556811
18,75556026,75556169
19,75555416,75555551
20,75554440,75554526
21,75554113,75554220
22,75553453,75553589
23,75548891,75549001
24,75547755,75547813
25,75546939,75547032
26,75545088,75545188
27,75544695,75544800
28,75542851,75542974
29,75541919,75541980
30,75539323,75539431
31,75533300,75538224

>KIAA1549_ENST00000440172.5,chr7:138831381-138981318
1,138981083,138981318
2,138916748,138919438
3,138912372,138912460
4,138911146,138911323
5,138908991,138909121
6,138906919,138907102
7,138905022,138905081
8,138903588,138903736
9,138898955,138899132
10,138894342,138894526
11,138881388,138881584
12,138879538,138879653
13,138871157,138871362
14,138869538,138869761
15,138867975,138868128
16,138861139,138861456
17,138852223,138852269
18,138844317,138844474
19,138840133,138840278
20,138831381,138838112

>TPR_ENST00000367478.9,chr1:186311652-186375253
1,186375253,186374878
2,186373463,186373359
3,186371043,186370970
4,186367982,186367886
5,186363445,186363342
6,186363001,186362837
7,186362380,186362288
8,186361869,186361789
9,186361709,186361622
10,186360905,186360765
11,186360364,186360273
12,186359996,186359799
13,186358650,186358543
14,186357623,186357397
15,186356449,186356286
16,186355768,186355635
17,186355558,186355410
18,186353850,186353688
19,186352110,186351976
20,186351470,186351330
21,186350388,186350223
22,186347458,186347292
23,186346287,186346135
24,186345696,186345580
25,186344578,186344375
26,186344090,186343906
27,186343473,186343326
28,186341389,186341252
29,186341159,186341028
30,186339772,186339642
31,186338243,186338033
32,186337156,186337013
33,186336694,186336496
34,186335543,186335338
35,186335129,186335068
36,186334533,186334325
37,186333394,186333122
38,186332343,186332195
39,186331581,186331498
40,186327660,186327460
41,186326235,186326104
42,186325854,186325764
43,186323870,186323686
44,186322586,186322518
45,186322412,186322318
46,186320418,186320312
47,186318828,186318733
48,186318603,186318447
49,186317600,186317482
50,186314724,186314629
51,186314026,186311652

>EGFR_ENST00000275493.7,chr7:55019017-55211628
1,55019017,55019365
2,55142286,55142437
3,55143305,55143488
4,55146606,55146740
5,55151294,55151362
6,55152546,55152664
7,55154011,55154152
8,55155830,55155946
9,55156533,55156659
10,55156759,55156832
11,55157663,55157753
12,55160139,55160338
13,55161499,55161631
14,55163733,55163823
15,55165280,55165437
16,55171175,55171213
17,55172983,55173124
18,55173921,55174043
19,55174722,55174820
20,55181293,55181478
21,55191719,55191874
22,55192766,55192841
23,55198717,55198863
24,55200316,55200413
25,55201188,55201355
26,55201735,55201782
27,55202517,55202625
28,55205256,55211628

>FGFR2_ENST00000457416.6,chr10:121479857-121598403
1,121598403,121597962
2,121593967,121593709
3,121565704,121565438
4,121564579,121564502
5,121551459,121551290
6,121538715,121538592
7,121520169,121519979
8,121518829,121518682
9,121515319,121515117
10,121503941,121503790
11,121500947,121500826
12,121498605,121498495
13,121496722,121496532
14,121488113,121487991
15,121487424,121487354
16,121485532,121485395
17,121483803,121483698
18,121480021,121479857

>MET_ENST00000397752.8,chr7:116672196-116798377
1,116672196,116672577
2,116699071,116700284
3,116731668,116731859
4,116739950,116740084
5,116740852,116741025
6,116755355,116755515
7,116757437,116757539
8,116757638,116757774
9,116758459,116758620
10,116759391,116759490
11,116763050,116763268
12,116769645,116769791
13,116771498,116771654
14,116771849,116771989
15,116774881,116775111
16,116777389,116777469
17,116778776,116778957
18,116781988,116782097
19,116783304,116783469
20,116795655,116795791
21,116795887,116798377

>MSH2_ENST00000233146.7,chr2:47403156-47483223
1,47403156,47403402
2,47408401,47408555
3,47410094,47410372
4,47412414,47412560
5,47414269,47414418
6,47416296,47416429
7,47429742,47429941
8,47445548,47445657
9,47463031,47463154
10,47466658,47466808
11,47470965,47471062
12,47475025,47475270
13,47476367,47476571
14,47478272,47478519
15,47480696,47480871
16,47482779,47483223

>NOTCH2_ENST00000256646.7,chr1:119911553-120069662
1,120069662,120069334
2,120029987,120029906
3,120005588,120005329
4,119997332,119996997
5,119987082,119986960
6,119969744,119969511
7,119968232,119968077
8,119967621,119967433
9,119966489,119966376
10,119965566,119965453
11,119963807,119963574
12,119959502,119959392
13,119955232,119955040
14,119953688,119953543
15,119950837,119950724
16,119949126,119949007
17,119948566,119948414
18,119941754,119941526
19,119940756,119940555
20,119938010,119937857
21,119937466,119937282
22,119935604,119935472
23,119929212,119928976
24,119926611,119926499
25,119925810,119925305
26,119923984,119923637
27,119922778,119922636
28,119922446,119922236
29,119921809,119921713
30,119920397,119920229
31,119919613,119919312
32,119918553,119918406
33,119917762,119917665
34,119916694,119911553

>RELA_ENST00000406246.8,chr11:65653601-65662916
1,65662916,65662826
2,65662205,65662179
3,65662088,65661937
4,65661835,65661687
5,65660215,65660124
6,65659797,65659666
7,65658822,65658718
8,65658499,65658287
9,65655935,65655855
10,65655762,65655688
11,65655000,65653601

>YAP1_ENST00000282441.10,chr11:102110447-102233424
1,102110447,102111169
2,102114144,102114394
3,102162456,102162571
4,102186018,102186131
5,102205893,102206074
6,102209517,102209564
7,102223622,102223752
8,102227469,102227581
9,102229702,102233424

>SND1_ENST00000354725,chr7:127652194-128092593
1,127652194,127652451
2,127686613,127686762
3,127694828,127694948
4,127698875,127698953
5,127701163,127701323
6,127702435,127702526
7,127703165,127703323
8,127704839,127704945
9,127707557,127707647
10,127721287,127721400
11,127807484,127807573
12,127844324,127844424
13,127887902,127888012
14,127904747,127904819
15,127929188,127929329
16,127990947,127991056
17,128074502,128074690
18,128081360,128081501
19,128084724,128084847
20,128085711,128085780
21,128086938,128087051
22,128089489,128089692
23,128091837,128091881
24,128091993,128092593

>BICC1_ENST00000373886,chr10:58512872-58831435
1,58512872,58513333
2,58620855,58620901
3,58702074,58702143
4,58785001,58785080
5,58786923,58787081
6,58788370,58788423
7,58789262,58789456
8,58789682,58789933
9,58793484,58793615
10,58796340,58796526
11,58798399,58798560
12,58799056,58799252
13,58800194,58800326
14,58800890,58801046
15,58803077,58803242
16,58806584,58806623
17,58807004,58807158
18,58813830,58813986
19,58817562,58817722
20,58820369,58820468
21,58828761,58831435

>AGK_ENST00000649286,chr7:141551410-141655244
1,141551410,141551434
2,141555453,141555567
3,141593146,141593185
4,141596562,141596641
5,141601205,141601280
6,141611195,141611287
7,141614146,141614178
8,141615471,141615565
9,141621732,141621801
10,141633901,141633980
11,141636960,141637017
12,141641248,141641398
13,141641811,141641908
14,141649263,141649333
15,141651525,141651609
16,141652787,141655244

>ERG_ENST00000288319,chr21:38380036-38498477
1,38498477,38498363
2,38445621,38445404
3,38423561,38423410
4,38403709,38403506
5,38402637,38402557
6,38400645,38400574
7,38392444,38392376
8,38391715,38391659
9,38391042,38390995
10,38383923,38380036
